hospital_id,hospital_type,city_region,blood_type,day_of_week,month,season,temperature_c,rainfall_mm,dengue_cases_weekly,road_accidents,emergency_cases,scheduled_surgeries,holiday,blood_donation_camp,current_inventory,expected_demand_units
16,General,Semi-Urban,O+,1,11,Summer,30.2,16.0,4,5,7,6,0,0,80,53
16,General,Semi-Urban,B+,7,7,Monsoon,31.7,74.8,7,16,14,2,0,1,98,66
20,General,Urban,O+,1,8,Monsoon,25.2,130.0,16,20,17,5,0,0,123,92
24,Trauma,Rural,A-,1,10,Summer,36.6,10.8,14,10,18,1,0,0,150,69
21,General,Urban,A+,2,9,Monsoon,26.1,42.9,12,10,10,5,0,1,183,74
4,Clinic,Semi-Urban,A-,6,8,Monsoon,27.3,45.2,7,10,5,6,0,1,47,39
8,Clinic,Rural,B+,7,7,Monsoon,28.8,117.1,19,9,5,4,0,0,20,39
23,General,Semi-Urban,B+,2,7,Monsoon,25.2,47.0,9,10,8,4,0,0,107,59
14,Trauma,Semi-Urban,A-,4,3,Summer,36.4,19.5,6,10,23,5,0,0,181,88
22,Clinic,Urban,B+,6,5,Summer,33.2,6.2,7,11,3,3,0,1,78,35
15,Trauma,Urban,AB+,6,11,Summer,34.5,4.2,3,11,15,3,0,0,277,92
2,Trauma,Semi-Urban,A+,2,1,Winter,10.1,11.4,8,6,21,2,0,0,230,82
12,General,Urban,O+,6,10,Summer,33.0,28.7,4,13,7,5,0,0,162,70
21,General,Urban,B+,7,7,Monsoon,30.8,92.8,16,17,12,7,0,0,163,89
17,Trauma,Semi-Urban,A+,6,5,Summer,36.1,7.9,3,11,20,1,0,1,191,79
4,Clinic,Semi-Urban,A+,4,2,Winter,20.7,5.6,3,10,5,2,0,0,27,30
6,General,Urban,A-,3,10,Summer,34.2,45.9,13,8,9,10,0,1,185,80
22,Clinic,Urban,AB+,7,1,Winter,23.0,2.5,10,9,3,5,0,0,44,38
25,General,Semi-Urban,B+,7,7,Monsoon,27.9,264.9,32,25,30,0,0,0,92,103
19,Clinic,Rural,B-,4,2,Winter,16.0,2.3,7,8,0,5,0,0,23,27
3,Clinic,Urban,A+,6,11,Summer,36.6,3.0,9,7,5,2,1,0,50,34
16,General,Semi-Urban,O+,3,3,Summer,36.8,12.4,3,5,8,7,0,0,80,55
21,General,Urban,B+,6,10,Summer,35.9,2.5,10,11,8,2,0,0,166,67
17,Trauma,Semi-Urban,O+,1,7,Monsoon,25.8,133.8,21,11,33,6,0,0,151,112
15,Trauma,Urban,A+,7,1,Winter,18.8,1.1,3,10,19,4,0,0,255,98
12,General,Urban,A+,4,9,Monsoon,31.2,120.8,11,12,11,5,0,0,142,74
7,Trauma,Urban,O+,5,11,Summer,35.4,22.1,12,5,15,4,0,0,215,91
8,Clinic,Rural,B+,2,3,Summer,29.6,36.5,7,11,2,1,0,0,20,24
19,Clinic,Rural,O+,4,12,Winter,16.1,0.9,10,9,5,3,0,0,21,33
2,Trauma,Semi-Urban,A+,1,10,Summer,32.0,7.0,9,4,10,4,0,0,229,71
3,Clinic,Urban,AB+,7,9,Monsoon,24.7,66.7,10,15,4,0,1,0,50,36
10,General,Urban,O+,6,5,Summer,27.7,17.8,10,11,8,4,0,0,155,68
20,General,Urban,A+,4,2,Winter,23.7,3.1,4,7,11,7,0,0,150,68
17,Trauma,Semi-Urban,B-,6,6,Monsoon,24.4,37.5,14,11,22,2,0,0,160,88
15,Trauma,Urban,B+,6,10,Summer,31.6,7.8,8,12,20,0,0,0,270,98
14,Trauma,Semi-Urban,O-,1,8,Monsoon,21.2,100.7,14,15,22,7,0,0,193,98
3,Clinic,Urban,O+,1,8,Monsoon,29.6,63.3,11,11,5,2,0,0,57,38
9,General,Urban,B+,2,10,Summer,33.7,33.0,13,10,5,6,0,0,107,70
2,Trauma,Semi-Urban,B+,1,5,Summer,32.9,15.9,3,5,17,2,0,0,235,72
19,Clinic,Rural,O-,5,1,Winter,17.1,1.4,1,2,1,6,0,0,24,18
19,Clinic,Rural,O+,4,11,Summer,35.8,11.6,6,7,4,0,1,0,22,19
7,Trauma,Urban,B-,4,8,Monsoon,25.6,130.9,16,12,15,4,0,0,221,95
8,Clinic,Rural,B+,1,7,Monsoon,21.0,105.8,19,9,2,1,0,1,33,33
8,Clinic,Rural,AB+,7,7,Monsoon,23.1,60.4,8,13,5,2,0,0,20,35
23,General,Semi-Urban,AB-,7,11,Summer,30.0,10.2,1,12,8,3,0,0,109,53
13,Clinic,Rural,A+,5,10,Summer,34.8,11.3,4,8,1,4,0,1,53,26
20,General,Urban,O+,1,9,Monsoon,29.8,166.0,17,14,16,4,0,0,123,85
12,General,Urban,O-,3,10,Summer,38.4,19.0,4,11,14,4,0,0,150,71
18,Trauma,Semi-Urban,B+,6,4,Summer,29.1,3.0,3,11,23,2,0,0,210,84
14,Trauma,Semi-Urban,B-,6,9,Monsoon,28.9,219.3,40,14,25,2,0,0,161,115
7,Trauma,Urban,A-,2,12,Winter,16.2,11.1,4,11,15,8,0,0,228,100
22,Clinic,Urban,A+,6,3,Summer,42.0,8.9,4,10,3,6,0,0,41,39
18,Trauma,Semi-Urban,A+,7,7,Monsoon,31.2,121.0,17,10,27,1,0,0,188,95
20,General,Urban,A+,4,9,Monsoon,32.1,320.0,41,21,23,3,0,0,120,109
24,Trauma,Rural,A+,3,7,Monsoon,29.4,86.9,15,6,20,5,0,0,150,76
7,Trauma,Urban,O+,4,12,Winter,19.1,4.0,5,7,13,3,0,0,235,90
3,Clinic,Urban,O-,1,5,Summer,32.8,20.0,7,14,3,2,0,0,53,40
15,Trauma,Urban,A+,4,3,Summer,32.2,29.2,10,12,26,8,0,0,281,114
9,General,Urban,O+,1,2,Winter,15.6,0.6,3,2,5,3,0,0,100,54
11,General,Semi-Urban,B+,1,11,Summer,35.9,11.8,6,7,4,3,0,0,126,47
6,General,Urban,AB-,4,9,Monsoon,31.7,200.6,25,9,10,10,0,0,150,89
10,General,Urban,B+,4,7,Monsoon,25.9,143.1,28,13,24,13,0,0,156,110
10,General,Urban,A+,7,6,Monsoon,24.8,113.1,14,8,13,3,0,0,170,71
9,General,Urban,A-,4,5,Summer,29.5,14.2,1,10,9,5,0,0,102,64
19,Clinic,Rural,O+,7,12,Winter,18.7,8.0,4,12,1,4,0,0,20,29
15,Trauma,Urban,O+,6,9,Monsoon,30.7,131.7,19,18,28,3,0,1,290,120
12,General,Urban,O+,3,12,Winter,21.8,10.5,11,11,9,6,0,0,161,76
3,Clinic,Urban,O+,7,10,Summer,38.1,10.7,5,17,5,0,1,0,47,41
15,Trauma,Urban,A+,4,10,Summer,35.2,1.2,1,4,11,3,0,0,282,79
5,General,Urban,O+,5,7,Monsoon,27.3,178.6,20,14,14,3,0,0,121,84
8,Clinic,Rural,B-,1,3,Summer,37.8,9.8,4,8,3,0,0,0,20,20
11,General,Semi-Urban,A+,2,8,Monsoon,23.7,91.3,17,10,13,1,0,0,121,65
4,Clinic,Semi-Urban,O+,4,9,Monsoon,25.7,105.5,17,13,5,4,0,0,29,46
10,General,Urban,O+,2,7,Monsoon,32.1,59.3,7,10,4,8,0,0,157,67
7,Trauma,Urban,A+,5,1,Winter,14.8,1.1,4,6,15,3,1,0,207,81
22,Clinic,Urban,O-,1,12,Winter,17.9,7.0,8,5,4,2,0,0,47,32
22,Clinic,Urban,B+,2,10,Summer,35.9,0.3,5,11,5,1,0,0,53,37
1,Trauma,Rural,O+,5,5,Summer,34.2,47.0,11,15,41,1,0,0,150,97
16,General,Semi-Urban,B-,5,6,Monsoon,30.4,93.0,15,11,18,4,1,0,80,72
17,Trauma,Semi-Urban,O+,7,2,Winter,22.6,0.4,9,10,27,2,0,0,167,89
10,General,Urban,A+,7,12,Winter,19.4,7.8,2,16,14,4,0,0,145,77
12,General,Urban,A+,6,3,Summer,38.2,2.0,3,15,15,6,0,0,142,80
20,General,Urban,A+,1,5,Summer,31.2,7.8,4,9,10,4,0,0,151,64
10,General,Urban,O+,5,6,Monsoon,26.5,269.1,28,18,17,5,0,0,144,99
2,Trauma,Semi-Urban,A+,2,4,Summer,41.2,17.7,7,10,23,5,0,1,232,90
10,General,Urban,A+,2,8,Monsoon,32.8,112.1,16,5,8,8,0,0,168,74
7,Trauma,Urban,O-,2,12,Winter,14.2,5.0,2,11,17,7,0,0,211,95
10,General,Urban,O+,4,11,Summer,34.0,5.7,6,9,7,6,0,0,167,68
6,General,Urban,B+,1,7,Monsoon,27.4,127.6,20,15,11,8,0,0,134,89
4,Clinic,Semi-Urban,B-,4,2,Winter,19.2,4.7,3,5,4,4,0,0,29,28
25,General,Semi-Urban,O-,2,11,Summer,37.8,11.2,5,7,8,4,0,0,93,54
4,Clinic,Semi-Urban,B+,4,4,Summer,39.5,32.2,10,12,5,3,0,0,34,37
18,Trauma,Semi-Urban,O+,5,11,Summer,34.1,22.2,3,8,12,5,0,0,220,74
18,Trauma,Semi-Urban,AB+,2,5,Summer,37.4,4.4,6,8,17,4,0,0,199,84
16,General,Semi-Urban,AB-,1,7,Monsoon,28.9,66.8,6,9,6,5,0,0,87,55
23,General,Semi-Urban,O+,6,6,Monsoon,26.9,56.8,14,10,8,1,0,0,105,57
1,Trauma,Rural,O-,6,6,Monsoon,21.9,44.0,7,15,23,2,0,0,150,78
8,Clinic,Rural,B+,2,2,Winter,21.1,8.5,6,8,3,5,0,0,20,28
5,General,Urban,O+,7,7,Monsoon,28.8,66.5,11,17,17,1,0,0,116,84
15,Trauma,Urban,A+,2,5,Summer,35.2,22.5,6,9,21,4,0,0,248,101
16,General,Semi-Urban,B+,7,11,Summer,31.1,18.4,3,10,12,1,0,0,80,55
23,General,Semi-Urban,O+,1,6,Monsoon,32.9,33.1,12,6,5,7,0,1,133,58
10,General,Urban,A+,5,12,Winter,18.5,8.4,6,6,3,4,1,0,155,53
6,General,Urban,B+,1,4,Summer,30.6,12.1,9,13,9,8,0,1,171,76
24,Trauma,Rural,O+,2,4,Summer,30.1,9.1,7,4,9,3,0,0,150,52
17,Trauma,Semi-Urban,A+,3,1,Winter,20.0,0.9,2,6,15,2,0,1,191,70
20,General,Urban,B-,1,9,Monsoon,29.1,46.2,8,8,7,4,0,0,153,61
12,General,Urban,O+,4,1,Winter,16.6,1.4,3,15,11,7,0,0,135,76
12,General,Urban,A+,2,4,Summer,35.4,2.4,6,9,10,5,0,0,145,71
10,General,Urban,B+,1,11,Summer,36.0,17.5,9,13,14,3,0,0,162,78
19,Clinic,Rural,O+,7,8,Monsoon,27.4,39.4,11,10,1,1,0,0,22,28
6,General,Urban,O+,7,7,Monsoon,24.9,97.1,12,15,13,2,0,0,152,79
25,General,Semi-Urban,B+,7,10,Summer,36.9,27.5,5,15,12,5,0,0,94,66
5,General,Urban,AB-,2,10,Summer,36.5,20.7,10,13,11,6,0,0,110,80
12,General,Urban,B+,3,11,Summer,35.7,15.2,6,3,2,10,0,0,148,58
8,Clinic,Rural,O+,3,8,Monsoon,24.5,12.0,4,7,4,2,0,0,20,27
17,Trauma,Semi-Urban,A+,3,6,Monsoon,23.0,19.6,4,5,14,1,0,0,160,69
18,Trauma,Semi-Urban,O+,3,2,Winter,18.2,2.1,3,10,14,5,0,0,208,78
23,General,Semi-Urban,A+,4,5,Summer,36.8,16.1,7,9,15,7,0,0,102,67
20,General,Urban,AB-,4,9,Monsoon,30.1,38.8,11,13,12,10,0,1,167,83
7,Trauma,Urban,AB+,3,4,Summer,35.8,5.0,9,5,5,6,0,0,216,83
6,General,Urban,AB+,7,9,Monsoon,25.6,183.8,27,23,21,3,0,0,129,103
23,General,Semi-Urban,A+,7,2,Winter,15.6,2.9,5,12,10,1,0,0,104,58
13,Clinic,Rural,A-,3,1,Winter,17.9,0.7,6,3,3,1,1,0,32,12
3,Clinic,Urban,O+,2,5,Summer,34.0,16.4,6,7,2,1,0,0,58,28
21,General,Urban,O+,4,3,Summer,37.3,3.7,6,7,11,8,0,0,143,73
17,Trauma,Semi-Urban,A+,3,11,Summer,32.6,16.1,7,7,12,2,0,1,200,72
1,Trauma,Rural,O+,7,5,Summer,32.8,8.9,4,10,12,3,0,0,150,59
20,General,Urban,B+,4,6,Monsoon,33.2,90.8,14,12,15,8,0,0,131,87
16,General,Semi-Urban,A+,1,5,Summer,38.7,4.9,5,7,8,7,0,0,88,54
16,General,Semi-Urban,O+,1,4,Summer,31.4,8.4,7,7,10,5,0,0,84,58
22,Clinic,Urban,O+,1,12,Winter,22.4,2.1,5,3,5,6,0,0,47,34
13,Clinic,Rural,O+,3,9,Monsoon,23.6,41.1,9,12,6,2,0,0,20,34
12,General,Urban,A+,3,2,Winter,16.7,2.5,7,5,5,5,0,0,160,60
16,General,Semi-Urban,A+,6,3,Summer,33.0,1.4,9,12,11,4,0,0,80,66
5,General,Urban,O+,7,1,Winter,17.8,5.7,3,14,10,9,0,1,138,76
4,Clinic,Semi-Urban,AB+,1,4,Summer,35.9,19.0,6,5,4,1,0,1,55,29
22,Clinic,Urban,O+,7,8,Monsoon,27.3,66.5,13,21,8,1,0,1,64,55
6,General,Urban,O-,5,12,Winter,19.8,2.7,2,8,3,6,0,0,158,59
13,Clinic,Rural,O+,3,6,Monsoon,25.8,61.6,11,10,10,0,0,1,42,36
7,Trauma,Urban,O+,3,1,Winter,19.1,5.6,4,6,14,3,0,0,214,84
6,General,Urban,B+,4,1,Winter,18.2,2.0,6,7,10,3,1,0,158,60
15,Trauma,Urban,A+,2,5,Summer,29.8,23.1,6,16,23,4,0,0,248,108
21,General,Urban,O-,7,4,Summer,35.4,3.3,5,14,15,2,0,0,142,77
12,General,Urban,O+,1,7,Monsoon,27.3,161.6,25,16,18,9,0,0,123,102
4,Clinic,Semi-Urban,B+,1,2,Winter,15.9,0.3,3,5,3,2,0,0,28,26
7,Trauma,Urban,O+,2,3,Summer,32.7,8.1,3,7,8,3,0,1,236,80
5,General,Urban,A+,2,7,Monsoon,25.8,140.4,14,11,11,2,0,0,113,70
23,General,Semi-Urban,A+,1,4,Summer,33.3,22.3,4,6,9,7,0,0,108,56
8,Clinic,Rural,A+,3,5,Summer,39.3,3.5,11,14,3,1,1,0,20,28
10,General,Urban,O+,3,3,Summer,40.3,16.7,9,5,10,9,0,0,156,73
2,Trauma,Semi-Urban,O+,1,1,Winter,9.8,4.4,3,13,28,6,0,0,201,98
12,General,Urban,B+,6,5,Summer,35.5,17.4,5,14,17,7,0,0,129,86
23,General,Semi-Urban,O+,7,4,Summer,36.9,53.1,14,15,15,5,0,0,89,77
11,General,Semi-Urban,AB+,6,11,Summer,33.4,57.0,17,12,14,2,0,0,100,70
17,Trauma,Semi-Urban,A+,4,11,Summer,36.8,27.3,9,7,7,4,0,0,161,70
5,General,Urban,A+,7,6,Monsoon,32.0,39.6,12,13,10,0,0,0,112,70
4,Clinic,Semi-Urban,AB-,3,4,Summer,29.9,7.7,7,9,1,1,0,0,32,29
19,Clinic,Rural,AB+,3,6,Monsoon,27.4,93.4,13,11,5,4,0,0,20,34
2,Trauma,Semi-Urban,A-,1,8,Monsoon,32.9,60.1,14,14,19,7,0,1,253,97
12,General,Urban,A+,5,5,Summer,30.3,5.3,7,8,10,2,0,0,159,64
8,Clinic,Rural,AB+,1,10,Summer,33.7,22.6,6,6,3,2,0,1,39,23
1,Trauma,Rural,O-,5,12,Winter,16.7,1.0,3,12,18,7,0,0,150,76
14,Trauma,Semi-Urban,AB+,6,5,Summer,37.2,1.1,4,14,23,2,0,0,186,92
25,General,Semi-Urban,B+,2,2,Winter,21.6,5.4,6,9,11,7,0,0,88,67
2,Trauma,Semi-Urban,B+,5,2,Winter,18.5,5.3,8,15,18,2,0,0,224,84
21,General,Urban,O-,3,11,Summer,34.1,2.6,8,4,11,14,0,0,160,79
14,Trauma,Semi-Urban,A+,3,5,Summer,28.8,2.5,3,9,16,4,0,0,183,78
19,Clinic,Rural,O-,4,4,Summer,38.3,10.8,7,10,3,2,0,0,22,27
3,Clinic,Urban,A+,2,8,Monsoon,25.9,98.8,11,17,12,6,0,0,51,60
22,Clinic,Urban,O+,6,12,Winter,17.6,2.4,7,18,1,0,0,0,49,38
1,Trauma,Rural,O+,3,6,Monsoon,29.9,51.8,7,6,10,6,0,0,150,66
23,General,Semi-Urban,A+,4,4,Summer,34.6,10.3,4,6,9,4,0,1,120,52
17,Trauma,Semi-Urban,O+,6,11,Summer,37.0,18.0,2,14,20,2,0,0,171,82
9,General,Urban,B+,2,1,Winter,19.8,0.8,7,8,8,9,0,0,113,70
1,Trauma,Rural,B-,4,11,Summer,34.6,12.2,6,6,13,1,0,0,150,61
16,General,Semi-Urban,A-,7,7,Monsoon,27.9,39.8,10,8,7,1,0,0,80,53
3,Clinic,Urban,B+,3,1,Winter,14.6,13.9,5,10,1,2,0,0,56,30
16,General,Semi-Urban,B+,1,3,Summer,33.6,12.8,10,8,2,8,0,1,105,55
20,General,Urban,O+,2,9,Monsoon,30.3,213.1,22,12,15,4,0,0,130,85
7,Trauma,Urban,O-,7,10,Summer,31.3,17.3,4,14,17,1,0,0,199,96
6,General,Urban,B+,6,3,Summer,31.9,39.0,10,9,12,1,0,0,147,69
6,General,Urban,O+,6,8,Monsoon,24.4,75.8,14,16,16,5,0,0,135,82
6,General,Urban,A-,2,12,Winter,18.5,3.3,5,9,5,11,0,0,136,72
3,Clinic,Urban,A+,6,9,Monsoon,31.2,67.6,10,13,4,3,0,0,48,41
7,Trauma,Urban,A+,3,9,Monsoon,28.6,44.4,11,5,16,6,0,0,223,97
17,Trauma,Semi-Urban,O-,6,3,Summer,27.5,2.9,4,15,26,2,0,0,150,90
8,Clinic,Rural,O+,7,8,Monsoon,28.9,99.3,11,16,7,0,0,0,20,40
20,General,Urban,O+,2,9,Monsoon,25.7,153.7,21,16,19,2,0,0,131,89
21,General,Urban,O+,7,2,Winter,19.5,2.8,3,10,13,3,0,0,154,66
20,General,Urban,O+,5,4,Summer,33.6,7.3,8,8,9,3,0,0,135,64
14,Trauma,Semi-Urban,O+,6,11,Summer,31.4,30.3,9,10,21,1,0,0,195,82
8,Clinic,Rural,O-,6,12,Winter,17.8,1.2,4,8,3,2,0,0,20,20
24,Trauma,Rural,A+,2,3,Summer,32.7,11.2,7,11,21,4,0,0,150,77
6,General,Urban,B-,6,9,Monsoon,27.9,134.9,21,14,14,3,0,0,139,86
12,General,Urban,O-,2,7,Monsoon,24.3,39.0,13,10,14,4,0,0,151,80
12,General,Urban,O+,2,8,Monsoon,23.6,81.8,13,9,9,8,0,0,158,73
19,Clinic,Rural,A+,1,7,Monsoon,29.2,157.5,15,10,10,5,0,0,20,44
14,Trauma,Semi-Urban,O+,2,11,Summer,37.3,5.1,7,6,17,4,0,0,178,77
20,General,Urban,O+,7,6,Monsoon,28.7,124.1,9,9,12,5,0,0,142,72
23,General,Semi-Urban,O+,3,8,Monsoon,25.1,16.7,5,8,10,5,0,0,115,60
10,General,Urban,O-,3,9,Monsoon,24.8,71.4,13,10,13,8,0,0,151,81
22,Clinic,Urban,O-,4,7,Monsoon,25.0,175.5,18,12,11,2,0,0,44,50
5,General,Urban,A-,5,11,Summer,36.7,18.2,6,10,9,3,1,0,135,61
23,General,Semi-Urban,O+,5,3,Summer,31.5,26.4,7,5,5,9,0,0,112,56
5,General,Urban,O+,4,12,Winter,20.7,0.2,3,13,15,6,0,0,107,77
22,Clinic,Urban,A+,6,9,Monsoon,28.9,73.5,10,23,6,2,0,1,61,53
10,General,Urban,O+,4,12,Winter,21.7,1.6,6,4,9,6,0,0,151,66
25,General,Semi-Urban,AB+,6,5,Summer,37.2,10.6,6,10,11,3,0,0,94,58
4,Clinic,Semi-Urban,A+,7,6,Monsoon,28.6,162.6,16,21,7,1,0,0,20,49
12,General,Urban,O+,5,1,Winter,13.6,9.4,8,10,12,8,0,0,142,75
23,General,Semi-Urban,AB-,1,12,Winter,19.8,12.5,5,7,6,3,0,0,104,49
2,Trauma,Semi-Urban,A+,2,10,Summer,34.3,7.5,7,9,22,3,0,0,222,87
7,Trauma,Urban,A+,5,4,Summer,32.9,1.7,9,9,19,5,0,1,231,100
3,Clinic,Urban,A+,4,1,Winter,22.1,0.3,4,10,6,6,0,0,48,42
9,General,Urban,A+,2,9,Monsoon,26.5,25.9,11,8,14,5,0,0,93,77
10,General,Urban,O+,3,9,Monsoon,25.4,151.6,21,14,11,7,0,0,145,86
16,General,Semi-Urban,O+,1,7,Monsoon,30.4,112.1,19,6,8,11,0,0,91,70
7,Trauma,Urban,O+,2,2,Winter,16.8,4.7,2,6,16,4,0,0,206,88
4,Clinic,Semi-Urban,O+,6,12,Winter,16.3,3.0,9,11,5,2,1,1,59,31
5,General,Urban,O+,1,6,Monsoon,23.6,55.4,12,10,9,10,0,1,147,81
24,Trauma,Rural,AB-,6,9,Monsoon,24.5,206.2,32,15,25,3,0,0,150,96
24,Trauma,Rural,O+,3,11,Summer,31.8,0.7,3,8,14,6,0,0,150,65
6,General,Urban,O+,6,7,Monsoon,28.9,28.0,3,16,9,4,0,0,143,70
5,General,Urban,B+,2,2,Winter,14.9,5.3,7,7,8,6,0,0,115,68
2,Trauma,Semi-Urban,A+,6,11,Summer,28.4,8.2,3,11,18,0,0,0,215,79
24,Trauma,Rural,B+,5,9,Monsoon,27.9,147.6,17,15,17,4,0,0,150,78
18,Trauma,Semi-Urban,B+,6,11,Summer,32.1,19.6,13,15,23,3,0,0,216,93
20,General,Urban,O+,1,8,Monsoon,27.0,126.7,13,20,20,3,0,0,122,91
8,Clinic,Rural,O+,6,11,Summer,37.8,17.3,5,7,8,1,0,0,20,27
17,Trauma,Semi-Urban,B+,2,11,Summer,34.2,22.6,9,13,18,2,0,1,156,86
2,Trauma,Semi-Urban,A+,3,3,Summer,38.5,22.7,9,5,10,5,0,0,219,72
17,Trauma,Semi-Urban,A+,1,3,Summer,33.8,11.4,11,10,23,5,0,0,150,92
15,Trauma,Urban,AB-,7,2,Winter,21.0,2.6,7,8,21,4,0,0,262,100
9,General,Urban,A+,5,10,Summer,32.4,14.9,6,5,7,8,0,0,114,66
18,Trauma,Semi-Urban,A+,7,3,Summer,34.3,27.2,7,11,23,2,0,0,198,87
17,Trauma,Semi-Urban,O+,4,6,Monsoon,24.2,42.1,5,10,15,5,0,0,155,79
11,General,Semi-Urban,A-,2,10,Summer,31.6,9.8,8,9,8,7,0,1,120,63
5,General,Urban,O+,3,6,Monsoon,26.3,53.3,17,10,8,11,0,0,117,83
1,Trauma,Rural,AB-,4,1,Winter,14.0,1.3,4,8,19,3,0,0,150,66
24,Trauma,Rural,B+,2,5,Summer,34.5,7.8,7,10,21,5,0,0,150,73
8,Clinic,Rural,O-,7,2,Winter,17.1,0.9,2,12,1,2,0,0,20,27
8,Clinic,Rural,O+,7,5,Summer,34.7,2.7,2,13,8,1,0,0,20,31
18,Trauma,Semi-Urban,A-,4,9,Monsoon,23.1,243.2,29,17,24,6,0,1,242,114
7,Trauma,Urban,O+,5,7,Monsoon,29.1,32.2,8,11,18,2,0,0,210,96
10,General,Urban,B+,5,9,Monsoon,32.1,125.9,23,7,12,3,0,0,146,78
18,Trauma,Semi-Urban,A+,5,2,Winter,22.5,12.5,2,9,13,3,0,1,242,72
15,Trauma,Urban,B+,1,10,Summer,39.7,25.6,12,9,15,6,0,0,281,96
17,Trauma,Semi-Urban,A+,4,6,Monsoon,27.1,122.5,15,17,25,1,0,0,150,98
1,Trauma,Rural,O+,6,4,Summer,32.9,19.7,1,13,26,4,0,0,150,80
12,General,Urban,A+,6,8,Monsoon,28.5,54.0,10,17,17,1,0,0,155,80
12,General,Urban,AB+,5,2,Winter,17.3,7.4,11,6,6,2,0,0,164,61
16,General,Semi-Urban,A+,7,6,Monsoon,21.8,258.3,23,31,22,5,0,0,80,104
4,Clinic,Semi-Urban,O+,5,6,Monsoon,29.5,62.7,10,13,5,1,1,0,33,36
4,Clinic,Semi-Urban,O+,3,2,Winter,17.3,0.7,8,8,4,0,0,0,25,32
20,General,Urban,O+,4,12,Winter,13.6,6.3,1,7,12,10,0,0,146,74
17,Trauma,Semi-Urban,O+,5,5,Summer,32.5,52.5,10,11,20,7,0,0,165,93
21,General,Urban,B+,7,1,Winter,17.4,1.3,5,16,14,3,0,0,160,76
7,Trauma,Urban,O+,2,6,Monsoon,27.0,5.4,7,12,20,4,0,0,217,100
25,General,Semi-Urban,B+,3,12,Winter,18.1,2.8,7,10,11,6,0,1,111,66
7,Trauma,Urban,O+,5,9,Monsoon,31.1,50.8,8,8,21,4,0,0,214,99
17,Trauma,Semi-Urban,A+,6,8,Monsoon,23.1,95.8,19,11,23,3,0,0,150,96
5,General,Urban,O+,3,11,Summer,33.5,5.9,5,10,9,4,0,1,135,67
23,General,Semi-Urban,AB+,5,2,Winter,15.4,2.7,2,5,5,2,1,0,109,39
9,General,Urban,A+,1,7,Monsoon,30.8,33.0,7,6,6,0,1,0,105,51
21,General,Urban,O+,3,4,Summer,32.3,1.2,2,8,11,4,0,0,170,66
9,General,Urban,A+,7,9,Monsoon,26.0,76.2,14,16,14,3,0,0,110,79
20,General,Urban,A+,5,11,Summer,37.1,18.8,8,11,16,9,0,0,147,81
12,General,Urban,AB-,7,1,Winter,22.0,0.9,6,15,17,1,0,0,135,75
2,Trauma,Semi-Urban,B+,2,2,Winter,22.4,13.4,6,6,15,6,0,0,221,79
5,General,Urban,AB-,3,12,Winter,13.1,4.7,6,12,10,7,0,0,115,74
18,Trauma,Semi-Urban,O+,7,6,Monsoon,28.4,54.1,3,21,25,2,0,0,216,96
5,General,Urban,A+,7,4,Summer,34.8,29.0,9,10,12,3,0,0,123,75
7,Trauma,Urban,B+,7,2,Winter,17.8,6.5,6,11,22,2,0,0,203,100
14,Trauma,Semi-Urban,A+,3,5,Summer,34.2,18.2,5,4,15,2,0,0,190,70
7,Trauma,Urban,O+,6,1,Winter,21.9,3.7,3,13,19,3,0,0,195,98
4,Clinic,Semi-Urban,B-,4,3,Summer,37.1,7.5,5,10,8,3,0,0,28,36
16,General,Semi-Urban,O+,6,3,Summer,36.7,15.3,8,12,14,8,0,0,93,73
18,Trauma,Semi-Urban,B+,6,2,Winter,18.6,3.7,5,14,21,1,0,0,207,84
19,Clinic,Rural,A+,4,12,Winter,24.8,8.0,6,5,3,2,1,0,27,18
24,Trauma,Rural,A+,3,10,Summer,32.8,17.2,9,6,17,1,0,1,151,65
4,Clinic,Semi-Urban,A+,7,12,Winter,13.2,2.5,6,10,8,5,0,1,52,43
11,General,Semi-Urban,O+,4,3,Summer,33.2,8.7,5,8,12,4,0,1,139,61
6,General,Urban,B-,4,4,Summer,34.2,5.7,5,6,8,5,0,0,161,58
23,General,Semi-Urban,O+,5,4,Summer,37.9,13.5,8,6,8,3,0,0,116,53
14,Trauma,Semi-Urban,B-,7,7,Monsoon,25.5,57.7,9,14,21,2,0,0,188,89
3,Clinic,Urban,AB-,1,3,Summer,35.5,3.6,5,6,5,1,0,0,59,28
18,Trauma,Semi-Urban,B+,7,3,Summer,29.6,21.2,11,12,19,1,0,1,229,83
2,Trauma,Semi-Urban,O+,3,12,Winter,21.2,2.1,4,12,15,5,0,1,254,85
7,Trauma,Urban,A+,1,5,Summer,34.2,9.2,7,11,16,2,0,0,220,97
19,Clinic,Rural,A+,3,10,Summer,33.2,32.1,9,18,6,4,0,0,20,44
13,Clinic,Rural,O+,4,3,Summer,40.4,23.6,6,7,4,3,0,1,47,27
20,General,Urban,B-,5,12,Winter,21.2,4.9,5,10,11,2,1,0,134,63
15,Trauma,Urban,B+,4,9,Monsoon,23.9,95.7,10,15,18,4,0,0,243,106
22,Clinic,Urban,A+,1,11,Summer,33.7,37.1,11,4,4,1,0,1,80,30
15,Trauma,Urban,A+,4,7,Monsoon,35.2,69.1,15,12,22,3,0,0,250,108
